,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
310,33,continu support graphic ,for their continuous support in our graphics ,4.67,markop#2007,2022-04-17T22:00:00.000Z,['general']
311,34,get readi live stream tam talk daoist watch soon ,for getting ready to live stream Tam's talk at the DAOist so we can watch it soon! ,9.67,mafer_cordovas#1034,2022-04-17T22:00:00.000Z,
312,35,join common prize ama twitter space speaker ✨ ,for joining the Commons Prize AMA Twitter space as a speaker! ✨ ,4.67,liviade#1387,2022-04-17T22:00:00.000Z,"['attendance', 'twitter']"
313,36, help us keep channel safe 🔥 , and for helping us keep our channels safe! 🔥 ,4.67,Zeptimus#3359,2022-04-11T22:00:00.000Z,['work']
314,37,help review import content piec ongo campaign ,for helping me to review important content pieces for our ongoing campaigns ,5.33,usamaahmed#9991,2022-04-17T22:00:00.000Z,['work']
315,38,spend sunday morn draft giveth propos fund common stack 🙌🏽 ,for spending Sunday morning with me drafting the Giveth proposal for funding for Commons Stack. 🙌🏽 ,9.67,Jeremy&TheGospelOfChange#8201,2022-04-09T22:00:00.000Z,
316,39, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,"Griff (💜,💜)#8888",2022-04-20T22:00:00.000Z,['attendance']
317,40, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,karmaticacid | AFK til Sept 12#1218,2022-04-20T22:00:00.000Z,['attendance']
318,41, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,MS#4235,2022-04-20T22:00:00.000Z,['attendance']
319,42, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,liviade#1387,2022-04-20T22:00:00.000Z,['attendance']
320,43,dori super awesom roommat giveth hous 🐝 ,and Doris for being super awesome roommates at the Giveth House! 🐝 ,3.0,mafer_cordovas#1034,2022-04-09T22:00:00.000Z,
321,44,dori super awesom roommat giveth hous 🐝 ,and Doris for being super awesome roommates at the Giveth House! 🐝 ,2.33,"sem(🌸,🐝)#0161",2022-04-09T22:00:00.000Z,
322,45,dori super awesom roommat giveth hous 🐝 ,and Doris for being super awesome roommates at the Giveth House! 🐝 ,3.0,Zeptimus#3359,2022-04-09T22:00:00.000Z,
323,46, help us keep channel safe 🔥 , and for helping us keep our channels safe! 🔥 ,2.33,chuygarcia.eth#6692,2022-04-11T22:00:00.000Z,['work']
324,47, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,Revathi#5324,2022-04-20T22:00:00.000Z,['attendance']
325,48, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.0,freshelle#9882,2022-04-20T22:00:00.000Z,['attendance']
326,49,provid guidanc thought propos chang trust seed share time us ,for providing their guidance and thoughts about the proposed changes in the Trusted Seed and sharing their time with us ,6.5,Kris#8703,2022-04-17T22:00:00.000Z,['share']
327,50, max semenchuk head amsterdam repres us trust seed ,@Max Semenchuk    for heading to Amsterdam and representing us and the Trusted Seed! ,6.5,kristofer#1475,2022-04-17T22:00:00.000Z,
328,51,handl first prais client ,for handling our first praise client! ,6.5,kristofer#1475,2022-04-17T22:00:00.000Z,
329,52, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",3.67,heyjoe#7235,2022-04-20T22:00:00.000Z,['attendance']
330,53, tippi fifestarr mention retweet common stack social last week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@tippi fifestarr for mentioning or retweeting Commons Stack on the socials last week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,tippi fifestarr#4225,2022-04-20T22:00:00.000Z,"['work', 'share', 'twitter']"
331,54, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,GideonRo#3175,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
332,55, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.67,Yineisy Mota#1449,2022-04-20T22:00:00.000Z,['attendance']
333,56, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",2.33,captnseagraves#0891,2022-04-20T22:00:00.000Z,['attendance']
334,57, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.67,Nik#1078,2022-04-20T22:00:00.000Z,['attendance']
335,58, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.67,tippi fifestarr#4225,2022-04-20T22:00:00.000Z,['attendance']
336,59, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.43,usamaahmed#9991,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
337,60, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",2.33,usamaahmed#9991,2022-04-20T22:00:00.000Z,['attendance']
338,61, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",2.33,mafer_cordovas#1034,2022-04-20T22:00:00.000Z,['attendance']
339,62, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Rodricast#1415,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
340,63, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.67,Paul in Albuquerque#4390,2022-04-20T22:00:00.000Z,['attendance']
341,64, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",2.33,brokenreality#1419,2022-04-20T22:00:00.000Z,['attendance']
342,65, griff 💜 💜 paul albuquerqu vsquar 🏴 tippi fifestarr yineisi mota join today ama degenregen wagmi ✨ 💚 ," @griff (💜, 💜)  @Paul in Albuquerque  @VSquared 🏴 @tippi fifestarr @Yineisy Mota  for joining today's AMA on ""Degen2Regen"", WAGMI! ✨ 💚 ",1.67,VSquared 🏴#4384,2022-04-20T22:00:00.000Z,['attendance']
343,66, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,freshelle#9882,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
344,67, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,GideonRo#3175,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
345,68, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Yineisy Mota#1449,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
346,69, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,okiave#1328,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
347,70, mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 , for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.43,usamaahmed#9991,2022-04-29T22:00:00.000Z,"['work', 'share', 'twitter']"
348,71, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,Kojak#5611,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
349,72, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,r33pich33p#6906,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
350,73, yineisi mota usamaahm amwfund mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota @usamaahmed@AmwFund for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,GideonRo#3175,2022-04-18T22:00:00.000Z,"['work', 'share', 'twitter']"
351,74, yineisi mota mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@Yineisy Mota for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,captnseagraves#0891,2022-04-23T22:00:00.000Z,"['work', 'share', 'twitter']"
352,75, kz flyer yineisi mota gregori rnd mention retweet common stack social past week thank help us grow common stack commun spread messag 🙏🏼🌱 ,@KZ Flyer @Yineisy Mota @Gregory | RND for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,1.67,zero_2hero#1086,2022-04-08T22:00:00.000Z,"['work', 'share', 'twitter']"
